index,study_id,id,author,year,group,group_id,group_desc,url,country,region,city,time_MAX,time_50,time_MIN,detailed_time,exp_dur,fu_dur,age_base,age_category,age_SD,days_ps,days_cat,yrs_ps,stroke_type,terminal_dropout,outcome_name,outcome_extremity,ue_subscale,le_subscale,outcomenamecat,SCOAR_outcome,p_outcome_stated,itt_analysis,base_n,base_m,base_sd,difference_score,term_n,term_m,term_sd,diff_base,diff_term,fu_n,fu_m,fu_sd,est_corr,term_diff,term_s_diff,fu_diff,fu_s_diff,term_d,fu_d,j_corr_factor,term_g,aaa,fu_g,term_Vd,fu_Vd,term_Vg,SE,termvginv,fu_Vg,chck2,notes
474.00,134.00,peurala2005,peurala,2005.00,exp,303.00,BWS gait training with stimulation + CPT,http://www.ncbi.nlm.nih.gov/pubmed/16084808,finland,,kuopio,20.40,20.40,20.40,3.00,21.00,,53.30,50th Percentile,8.90,949.00,>1year,2.6,1.00,0.00,10mwt MAX,le,,speed,speed,lohse,0.00,0.00,15.00,44.00,36.20,,15.00,35.90,29.90,,,15.00,,,0.50,-8.10,33.20,,36.20,0.24,,0.95,0.23,0.48,0.00,0.07,,0.06,0.25,16.30,,,sign reversed for time measure
478.00,135.00,piron2007,piron,2007.00,ctrl,304.00,CPT,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4362151&tag=1,italy,,venice,30.00,30.00,30.00,1.00,42.00,,61.20,50th Percentile,6.60,78.00,<90days,0.21369863,1.00,,fim,,,,other,lohse,1.00,0.00,13.00,88.20,30.00,,13.00,95.90,28.30,,,,,,0.50,7.70,29.16,,30.00,0.26,,0.94,0.25,0.50,0.00,0.08,,0.07,0.26,14.33,,,
479.00,135.00,piron2007,piron,2007.00,exp,305.00,reinforcing practice in a virtual environment + CPT,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4362151&tag=1,italy,,venice,30.00,30.00,30.00,1.00,42.00,,61.50,50th Percentile,9.40,75.00,<90days,0.205479452,1.00,,fim,,,,other,lohse,1.00,0.00,25.00,93.40,28.60,,15.00,110.20,13.90,,,,,,0.50,16.80,24.24,,28.60,0.69,,0.97,0.67,0.82,0.00,0.05,,0.05,0.22,21.50,,,
482.00,136.00,piron2009,piron,2009.00,ctrl,306.00,CPT for the upper limb,http://www.ncbi.nlm.nih.gov/pubmed/19841835,italy,,venice,20.00,20.00,20.00,1.00,30.00,60.00,64.40,75th Percentile,,357.00,<1year,0.978082192,1.00,,fma-ue,ue,fma,,fma,lohse,1.00,0.00,18.00,47.30,4.60,,18.00,49.50,4.80,,,18.00,48.80,5.10,0.50,2.20,4.70,1.50,4.86,0.47,0.31,0.96,0.45,0.67,0.30,0.06,0.06,0.06,0.24,17.78,0.05,,
483.00,136.00,piron2009,piron,2009.00,exp,307.00,VR based telerehabilitation,http://www.ncbi.nlm.nih.gov/pubmed/19841835,italy,,venice,20.00,20.00,20.00,1.00,30.00,60.00,66.00,75th Percentile,,441.00,>1year,1.208219178,1.00,,fma-ue,ue,fma,,fma,lohse,1.00,0.00,18.00,48.50,7.80,,18.00,53.60,7.70,,,18.00,53.10,7.30,0.50,5.10,7.75,4.60,7.55,0.66,0.61,0.96,0.63,0.79,0.58,0.07,0.07,0.06,0.25,16.22,0.06,,
484.00,137.00,piron2010,piron,2010.00,ctrl,308.00,CPT,http://www.ncbi.nlm.nih.gov/pubmed/20581337,italy,,venice,20.00,20.00,20.00,1.00,28.00,,62.20,50th Percentile,,453.00,>1year,1.24109589,1.00,3.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,23.00,43.90,9.70,,23.00,46.50,9.70,,,,,,0.50,2.60,9.70,,9.70,0.27,,0.97,0.26,0.51,0.00,0.05,,0.04,0.20,23.82,,,
485.00,137.00,piron2010,piron,2010.00,exp,309.00,training in a virtual environment with reinforcement ,http://www.ncbi.nlm.nih.gov/pubmed/20581337,italy,,venice,20.00,20.00,20.00,1.00,28.00,,58.80,50th Percentile,,462.00,>1year,1.265753425,1.00,0.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,27.00,42.40,11.30,,27.00,49.70,10.10,,,,,,0.50,7.30,10.72,,11.30,0.68,,0.97,0.66,0.81,0.00,0.05,,0.04,0.21,23.25,,,
486.00,138.00,platz2005,platz,2005.00,ctrl,310.00,CPT with no augmented therapy time,http://www.ncbi.nlm.nih.gov/pubmed/16250190,germany,,berlin,0.00,0.00,0.00,,28.00,,60.90,50th Percentile,,32.20,<90days,0.088219178,1.00,0.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,20.00,22.80,11.20,,20.00,31.60,15.70,,,,,,0.50,8.80,13.64,,11.20,0.65,,0.96,0.62,0.79,0.00,0.06,,0.06,0.24,17.96,,,
487.00,138.00,platz2005,platz,2005.00,exp,311.00,CPT + impairment oriented training,http://www.ncbi.nlm.nih.gov/pubmed/16250190,germany,,berlin,0.00,0.00,0.00,,28.00,,62.50,50th Percentile,,43.40,<90days,0.11890411,1.00,1.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,20.00,22.80,9.10,,20.00,35.40,15.70,,,,,,0.50,12.60,12.83,,9.10,0.98,,0.96,0.94,0.97,0.00,0.07,,0.07,0.26,14.64,,,
488.00,138.00,platz2005,platz,2005.00,exp,312.00,CPT + bobath therapy,http://www.ncbi.nlm.nih.gov/pubmed/16250190,germany,,berlin,0.00,0.00,0.00,,28.00,,60.60,50th Percentile,,45.50,<90days,0.124657534,1.00,1.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,20.00,22.80,10.50,,20.00,30.00,16.40,,,,,,0.50,7.20,13.77,,10.50,0.52,,0.96,0.50,0.71,0.00,0.06,,0.05,0.23,19.09,,,
489.00,139.00,platz2009,platz,2009.00,ctrl,313.00,passive therapy with inflatable splints + CPT,http://www.ncbi.nlm.nih.gov/pubmed/19541918,germany,,greifswald,0.00,0.00,0.00,,28.00,56.00,56.70,50th Percentile,,35.70,<90days,0.097808219,1.00,2.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,51.00,,,,49.00,,,,,45.00,,,0.50,,,,,,,0.98,0.00,0.00,0.00,,,,0.00,,,,"The Cohen's d for terminal and follow-up change is listed directly; authors state an ITT analysis, but the n/group in the tables suggest observations were not carried forward"
490.00,139.00,platz2009,platz,2009.00,ctrl,314.00,individualized best conventional therapy + CPT,http://www.ncbi.nlm.nih.gov/pubmed/19541918,germany,,greifswald,0.00,0.00,0.00,,28.00,56.00,59.50,50th Percentile,,31.50,<90days,0.08630137,1.00,1.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,49.00,,,,48.00,,,,,48.00,,,0.50,,,,,,,0.98,0.00,0.00,0.00,,,,0.00,,,,"The Cohen's d for terminal and follow-up change is listed directly; authors state an ITT analysis, but the n/group in the tables suggest observations were not carried forward"
491.00,139.00,platz2009,platz,2009.00,exp,315.00,standardized impairment oriented training + CPT,http://www.ncbi.nlm.nih.gov/pubmed/19541918,germany,,greifswald,0.00,0.00,0.00,,28.00,56.00,58.00,50th Percentile,,31.50,<90days,0.08630137,1.00,1.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,48.00,,,,47.00,,,,,46.00,,,0.50,,,,,,,0.98,0.00,0.00,0.00,,,,0.00,,,,"The Cohen's d for terminal and follow-up change is listed directly; authors state an ITT analysis, but the n/group in the tables suggest observations were not carried forward"
492.00,140.00,pohl2002,pohl,2002.00,ctrl,316.00,conventional gait training,http://www.ncbi.nlm.nih.gov/pubmed/11823669,germany,,kreischa,15.00,15.00,15.00,1.00,28.00,,61.60,50th Percentile,,112.70,<1year,0.308767123,1.00,0.00,10mwt SSV,le,,speed,speed,lohse,0.00,0.00,20.00,0.66,0.42,,20.00,0.97,0.64,,,20.00,,,0.50,0.31,0.54,,0.42,0.57,,0.96,0.55,0.74,0.00,0.06,,0.05,0.23,18.64,,,
493.00,140.00,pohl2002,pohl,2002.00,exp,317.00,structured speed dependent treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/11823669,germany,,kreischa,12.00,12.00,12.00,1.00,28.00,,58.20,50th Percentile,,113.40,<1year,0.310684932,1.00,0.00,10mwt SSV,le,,speed,speed,lohse,0.00,0.00,20.00,0.61,0.32,,20.00,1.63,0.80,,,20.00,,,0.50,1.02,0.61,,0.32,1.67,,0.96,1.61,1.27,0.00,0.12,,0.11,0.33,9.04,,,
494.00,140.00,pohl2002,pohl,2002.00,exp,318.00,limited progressive treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/11823669,germany,,kreischa,12.00,12.00,12.00,1.00,28.00,,57.10,50th Percentile,,117.60,<1year,0.322191781,1.00,0.00,10mwt SSV,le,,speed,speed,lohse,0.00,0.00,20.00,0.66,0.39,,20.00,1.22,0.74,,,20.00,,,0.50,0.56,0.59,,0.39,0.95,,0.96,0.91,0.95,0.00,0.07,,0.07,0.26,14.99,,,
495.00,141.00,pohl2007,pohl,2007.00,ctrl,319.00,physiotherapy every week day,http://www.ncbi.nlm.nih.gov/pubmed/17213237,germany,,berlin,11.30,11.30,11.30,4.00,28.00,208.00,64.00,75th Percentile,11.60,31.50,<90days,0.08630137,1.00,6.00,fac,le,,,other,lohse,1.00,1.00,78.00,1.20,1.10,,72.00,2.10,1.50,,,64.00,2.60,1.80,0.50,0.90,1.31,1.40,1.46,0.69,0.96,0.99,0.68,0.83,0.95,0.02,0.02,0.02,0.12,64.31,0.02,,
496.00,141.00,pohl2007,pohl,2007.00,exp,320.00,mixed pure locomotor training with physiotherapy,http://www.ncbi.nlm.nih.gov/pubmed/17213237,germany,,berlin,13.50,13.50,13.50,4.00,28.00,208.00,62.30,50th Percentile,12.00,29.40,<90days,0.080547945,1.00,5.00,fac,le,,,other,lohse,1.00,1.00,77.00,0.99,0.88,,72.00,3.20,1.40,,,64.00,3.80,1.70,0.50,2.21,1.16,2.81,1.32,1.90,2.13,0.99,1.89,1.37,2.11,0.04,0.04,0.04,0.19,27.92,0.04,,
501.00,142.00,pomeroy2001,pomeroy,2001.00,ctrl,321.00,usual daily activities without weighted garments,http://cre.sagepub.com/content/15/4/390.abstract,uk,,manchester,0.00,0.00,0.00,,42.00,,,Not Available,,,NA,,0.00,,bbs,le,,balance,balance,lohse,1.00,0.00,12.00,,,,12.00,,,,,12.00,,,0.50,,,,,,,0.93,0.00,0.00,0.00,,,,0.00,,,,
502.00,142.00,pomeroy2001,pomeroy,2001.00,exp,322.00,usual daily activities while wearing weighted garments,http://cre.sagepub.com/content/15/4/390.abstract,uk,,manchester,0.00,0.00,0.00,,42.00,,,Not Available,,,NA,,0.00,,bbs,le,,balance,balance,lohse,1.00,0.00,12.00,,,,12.00,,,,,12.00,,,0.50,,,,,,,0.93,0.00,0.00,0.00,,,,0.00,,,,
505.00,143.00,popovic2003,popovic,2003.00,ctrl,323.00,low functioning patients in conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/15080229,denmark,,aalborg,0.00,0.00,0.00,,21.00,182.00,58.70,50th Percentile,,44.30,<90days,0.121369863,1.00,0.00,upper extremity function test,ue,,,other,lohse,0.00,0.00,6.00,0.00,0.00,,6.00,0.20,0.10,,,6.00,1.50,0.90,0.50,0.20,0.10,1.50,0.90,2.00,1.67,0.84,1.68,1.30,1.40,0.50,0.40,0.35,0.60,2.82,0.28,,
506.00,143.00,popovic2003,popovic,2003.00,ctrl,324.00,high functioning patients in conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/15080229,denmark,,aalborg,0.00,0.00,0.00,,21.00,182.00,69.25,75th Percentile,,51.60,<90days,0.141369863,1.00,0.00,upper extremity function test,ue,,,other,lohse,0.00,0.00,8.00,4.90,1.30,,8.00,9.60,6.30,,,8.00,15.40,7.60,0.50,4.70,4.55,10.50,5.45,1.03,1.93,0.89,0.92,0.96,1.71,0.19,0.36,0.15,0.39,6.60,0.28,,
507.00,143.00,popovic2003,popovic,2003.00,exp,325.00,low functioning patients in CPT + FES task based training,http://www.ncbi.nlm.nih.gov/pubmed/15080229,denmark,,aalborg,0.00,0.00,0.00,,21.00,182.00,58.50,50th Percentile,,43.20,<90days,0.118356164,1.00,0.00,upper extremity function test,ue,,,other,lohse,0.00,0.00,6.00,0.00,0.00,,6.00,1.90,1.10,,,6.00,4.90,3.10,0.50,1.90,1.10,4.90,3.10,1.73,1.58,0.84,1.45,1.21,1.33,0.42,0.37,0.29,0.54,3.40,0.27,,
508.00,143.00,popovic2003,popovic,2003.00,exp,326.00,high functioning patients in CPT + FES task oriented training,http://www.ncbi.nlm.nih.gov/pubmed/15080229,denmark,,aalborg,0.00,0.00,0.00,,21.00,182.00,60.13,50th Percentile,,50.75,<90days,0.139041096,1.00,0.00,upper extremity function test,ue,,,other,lohse,0.00,0.00,8.00,5.80,4.30,,8.00,18.80,10.90,,,8.00,29.90,9.70,0.50,13.00,8.29,24.10,7.50,1.57,3.21,0.89,1.39,1.18,2.86,0.28,0.77,0.22,0.47,4.54,0.61,,
509.00,144.00,rabadi2008,rabadi,2008.00,ctrl,327.00,conventional occupational and physical therapy,http://www.ncbi.nlm.nih.gov/pubmed/19052246,usa,OK,oklahoma city,74.00,74.00,74.00,1.00,30.95,,67.80,75th Percentile,12.66,22.50,<90days,0.061643836,1.00,0.00,fma - shoulder elbow scale,ue,fma,,fma,lohse,1.00,0.00,10.00,5.20,6.56,,10.00,9.05,6.04,,,,,,0.50,3.85,6.31,,6.56,0.61,,0.91,0.56,0.75,0.00,0.12,,0.10,0.31,10.08,,,
510.00,144.00,rabadi2008,rabadi,2008.00,exp,328.00,robot assisted therapy,http://www.ncbi.nlm.nih.gov/pubmed/19052246,usa,OK,oklahoma city,85.85,85.85,85.85,1.00,36.32,,79.50,Remaining,6.17,19.00,<90days,0.052054795,1.00,0.00,fma - shoulder elbow scale,ue,fma,,fma,lohse,1.00,0.00,10.00,5.80,3.79,,10.00,8.03,5.57,,,,,,0.50,2.23,4.76,,3.79,0.47,,0.91,0.43,0.65,0.00,0.11,,0.09,0.30,10.78,,,
511.00,144.00,rabadi2008,rabadi,2008.00,exp,329.00,arm ergometer training,http://www.ncbi.nlm.nih.gov/pubmed/19052246,usa,OK,oklahoma city,82.70,82.70,82.70,1.00,34.92,,69.20,75th Percentile,10.22,22.20,<90days,0.060821918,1.00,0.00,fma - shoulder elbow scale,ue,fma,,fma,lohse,1.00,0.00,10.00,7.80,4.18,,10.00,6.92,4.49,,,,,,0.50,-0.88,4.34,,4.18,-0.20,,0.91,-0.19,#NUM!,0.00,0.10,,0.09,0.29,11.72,,,arm ergometer training could arguably coded as less time in therapy as it is more exercise than task specific practice
515.00,145.00,ribeiro2013,ribeiro,2013.00,exp,330.00,"PNF therapy, no other gait therapies given",http://www.ncbi.nlm.nih.gov/pubmed/23172402,brasil,,natal,6.00,6.00,6.00,1.00,28.00,,58.33,50th Percentile,8.94,593.10,>1year,1.624931507,1.00,2.00,STREAM,,,,other,lohse,0.00,0.00,9.00,66.20,17.80,,9.00,74.60,18.20,,,9.00,,,0.50,8.40,18.00,,17.80,0.47,,0.90,0.42,0.65,0.00,0.12,,0.10,0.32,9.95,,,
516.00,145.00,ribeiro2013,ribeiro,2013.00,exp,331.00,body weight supported treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/23172402,brasil,,natal,6.00,6.00,6.00,1.00,28.00,,56.45,50th Percentile,8.31,1000.80,>1year,2.741917808,1.00,1.00,STREAM,,,,other,lohse,0.00,0.00,11.00,63.80,24.90,,11.00,70.00,24.60,,,11.00,,,0.50,6.20,24.75,,24.90,0.25,,0.92,0.23,0.48,0.00,0.09,,0.08,0.28,12.52,,,
519.00,146.00,riccio2010,riccio,2010.00,ctrl,332.00,CPT up to the crossover point,http://www.ncbi.nlm.nih.gov/pubmed/20332722,italy,,naples,45.00,45.00,45.00,1.00,21.00,,60.17,50th Percentile,,51.31,<90days,0.140575342,1.00,,motricity index upper extremity,ue,,,other,lohse,0.00,0.00,18.00,50.50,,,18.00,52.00,,,,,,,0.50,1.50,,,,,,0.96,0.00,0.00,0.00,,,,0.00,,,,
520.00,146.00,riccio2010,riccio,2010.00,exp,333.00,CPT plus mental practice up to the cross over point,http://www.ncbi.nlm.nih.gov/pubmed/20332722,italy,,naples,45.00,45.00,45.00,1.00,21.00,,60.06,50th Percentile,,52.08,<90days,0.142684932,1.00,,motricity index upper extremity,ue,,,other,lohse,0.00,0.00,18.00,51.50,,,18.00,60.00,,,,,,,0.50,8.50,,,,,,0.96,0.00,0.00,0.00,,,,0.00,,,,
521.00,147.00,richards2004,richards,2004.00,exp,334.00,treadmill training and isokinetic exercise,http://www.ncbi.nlm.nih.gov/pubmed/15537991,canada,quebec,quebec city,39.10,39.10,39.10,2.00,56.00,,62.90,50th Percentile,12.00,52.00,<90days,0.142465753,1.00,2.00,gait speed SSV,le,,speed,speed,lohse,1.00,1.00,32.00,26.51,14.22,,32.00,52.77,33.25,,,32.00,62.17,34.94,0.50,26.26,25.57,35.66,26.67,1.03,1.34,0.98,1.00,1.00,1.30,0.05,0.06,0.05,0.21,22.01,0.06,,
522.00,147.00,richards2004,richards,2004.00,ctrl,335.00,CPT,http://www.ncbi.nlm.nih.gov/pubmed/15537991,canada,quebec,quebec city,44.90,44.90,44.90,2.00,56.00,,60.70,50th Percentile,12.00,52.60,<90days,0.144109589,1.00,1.00,gait speed SSV,le,,speed,speed,lohse,1.00,1.00,31.00,24.34,12.29,,31.00,56.14,36.63,,,31.00,67.71,33.73,0.50,31.80,27.32,43.37,25.38,1.16,1.71,0.97,1.13,1.07,1.67,0.05,0.08,0.05,0.23,19.45,0.08,,
529.00,148.00,richards1993,richards,1993.00,ctrl,336.00,CPT started later and at lower intensity,http://www.ncbi.nlm.nih.gov/pubmed/8503751,canada,quebec,quebec city,13.79,13.79,13.79,2.00,42.00,180.00,70.30,75th Percentile,7.30,13.00,<90days,0.035616438,1.00,1.00,gait speed,le,,speed,speed,lohse,1.00,0.00,9.00,,,,8.00,30.00,18.70,,,,,,0.50,,,,,,,0.90,0.00,0.00,0.00,,,,0.00,,,,
530.00,148.00,richards1993,richards,1993.00,ctrl,337.00,CPT that was early and intensive,http://www.ncbi.nlm.nih.gov/pubmed/8503751,canada,quebec,quebec city,37.70,37.70,37.70,2.00,42.00,180.00,67.30,75th Percentile,11.20,8.80,<90days,0.024109589,1.00,2.00,gait speed,le,,speed,speed,lohse,1.00,0.00,8.00,,,,6.00,23.20,9.30,,,,,,0.50,,,,,,,0.89,0.00,0.00,0.00,,,,0.00,,,,
531.00,148.00,richards1993,richards,1993.00,exp,338.00,intensive gait focused therapy,http://www.ncbi.nlm.nih.gov/pubmed/8503751,canada,quebec,quebec city,40.72,40.72,40.72,2.00,42.00,180.00,69.60,75th Percentile,7.40,8.30,<90days,0.022739726,1.00,1.00,gait speed,le,,speed,speed,lohse,1.00,0.00,10.00,,,,9.00,31.30,19.80,,,,,,0.50,,,,,,,0.91,0.00,0.00,0.00,,,,0.00,,,,
538.00,149.00,rodgers2003,rodgers,2003.00,ctrl,339.00,conventional physical and occupational therapy,http://www.ncbi.nlm.nih.gov/pubmed/12971702,uk,,newcastle,0.00,0.00,0.00,1.00,90.00,180.00,75.00,Remaining,,5.00,<90days,0.01369863,1.00,10.00,arat,ue,arat,,arat,lohse,1.00,1.00,61.00,0.00,,,51.00,54.00,,,,48.00,56.00,,0.50,54.00,,56.00,,,,0.99,0.00,0.00,0.00,,,,0.00,,,,"outcomes were all reported as median IQR; authors report an ITT analysis, but this is at odds with the numbers reported in the tables."
539.00,149.00,rodgers2003,rodgers,2003.00,exp,340.00,stroke unit care plus enhanced upper limb rehabilitation,http://www.ncbi.nlm.nih.gov/pubmed/12971702,uk,,newcastle,0.00,0.00,0.00,1.00,90.00,180.00,74.00,75th Percentile,,5.00,<90days,0.01369863,1.00,8.00,arat,ue,arat,,arat,lohse,1.00,1.00,62.00,6.00,,,54.00,53.00,,,,48.00,55.00,,0.50,47.00,,49.00,,,,0.99,0.00,0.00,0.00,,,,0.00,,,,"outcomes were all reported as median IQR; authors report an ITT analysis, but this is at odds with the numbers reported in the tables."
540.00,150.00,rydwik2006,rydwik,2006.00,ctrl,341.00,no therapy,http://www.ncbi.nlm.nih.gov/pubmed/16944822,sweden,,järfälla,0.00,0.00,0.00,1.00,42.00,84.00,75.30,Remaining,4.90,1647.00,>1year,4.512328767,1.00,0.00,TUG,le,,,balance,lohse,0.00,0.00,9.00,47.00,45.00,,9.00,44.00,40.00,,,9.00,,,0.50,-3.00,42.57,,45.00,0.07,,0.90,0.06,0.25,0.00,0.11,,0.09,0.30,11.00,,Yes,sign reversed for time measure
541.00,150.00,rydwik2006,rydwik,2006.00,exp,342.00,"""stimulo"" device",http://www.ncbi.nlm.nih.gov/pubmed/16944822,sweden,,järfälla,9.00,9.00,9.00,1.00,42.00,84.00,74.90,Remaining,8.70,1278.00,>1year,3.501369863,1.00,1.00,TUG,le,,,balance,lohse,0.00,0.00,9.00,25.00,12.00,,8.00,23.00,9.00,,,4.00,,,0.50,-2.00,10.71,,12.00,0.19,,0.90,0.17,0.41,0.00,0.11,,0.09,0.30,10.84,,Yes,sign reversed for time measure
548.00,151.00,sackley1997,sackley,1997.00,ctrl,343.00,balance training without visual feedback,http://www.ncbi.nlm.nih.gov/pubmed/9442992,uk,,nottingham,12.00,12.00,12.00,1.00,28.00,84.00,67.90,75th Percentile,,131.80,<1year,0.36109589,0.00,1.00,rivermead motor assessment,,,,other,lohse,0.00,0.00,13.00,10.20,4.10,,12.00,12.70,4.50,,,12.00,15.50,4.70,0.50,2.50,4.30,5.30,4.40,0.58,1.21,0.94,0.54,0.74,1.13,0.09,0.13,0.08,0.28,12.69,0.12,,
549.00,151.00,sackley1997,sackley,1997.00,exp,344.00,balance training with augmented visual feedback,http://www.ncbi.nlm.nih.gov/pubmed/9442992,uk,,nottingham,12.00,12.00,12.00,1.00,28.00,84.00,60.80,50th Percentile,,140.70,<1year,0.385479452,0.00,0.00,rivermead motor assessment,,,,other,lohse,0.00,0.00,13.00,10.40,3.50,,13.00,17.00,2.90,,,12.00,13.80,4.40,0.50,6.60,3.21,3.40,3.96,2.05,0.86,0.94,1.92,1.39,0.80,0.24,0.11,0.21,0.46,4.77,0.09,,
550.00,152.00,saeys2012,saeys,2012.00,ctrl,345.00,CPT + 16 hours sham therapy,http://www.ncbi.nlm.nih.gov/pubmed/21844283,belgium,,edegem,0.00,0.00,0.00,,56.00,,61.07,50th Percentile,,32.07,<90days,0.087863014,1.00,0.00,trunk impairment scale,,,,other,lohse,1.00,0.00,15.00,10.40,4.42,,15.00,13.27,3.79,,,,,,0.50,2.87,4.12,,4.42,0.70,,0.95,0.66,0.81,0.00,0.08,,0.07,0.27,13.50,,,
551.00,152.00,saeys2012,saeys,2012.00,exp,346.00,CPT + 16 hours of trunk exercise,http://www.ncbi.nlm.nih.gov/pubmed/21844283,belgium,,edegem,0.00,0.00,0.00,,56.00,,61.94,50th Percentile,,38.72,<90days,0.106082192,1.00,1.00,trunk impairment scale,,,,other,lohse,1.00,0.00,18.00,10.06,3.69,,18.00,18.78,3.53,,,,,,0.50,8.72,3.61,,3.69,2.41,,0.96,2.31,1.52,0.00,0.22,,0.20,0.45,5.04,,,
552.00,153.00,salbach/higgins2004/2006,salbach/higgins,2004/2006,ctrl,347.00,upper extremity therapy,http://www.ncbi.nlm.nih.gov/pubmed/15293485,canada,quebec,montreal,0.00,0.00,0.00,1.00,42.00,,73.00,75th Percentile,8.00,217.00,<1year,0.594520548,1.00,4.00,6minwt,le,,capacity,capacity,lohse,0.00,1.00,47.00,204.00,131.00,,47.00,209.00,132.00,,,,,,0.50,5.00,131.50,,131.00,0.04,,0.98,0.04,0.19,0.00,0.02,,0.02,0.14,48.54,,,"upper extremity therapy was given when lower extremity funciton was the outcome, coded as 0 hours of therapy."
553.00,153.00,salbach/higgins2004/2006,salbach/higgins,2004/2006,exp,348.00,functional lower extremity training,http://www.ncbi.nlm.nih.gov/pubmed/15293485,canada,quebec,montreal,18.00,18.00,18.00,1.00,42.00,,71.00,75th Percentile,12.00,239.00,<1year,0.654794521,1.00,3.00,6minwt,le,,capacity,capacity,lohse,0.00,1.00,44.00,209.00,126.00,,44.00,249.00,136.00,,,,,,0.50,40.00,131.10,,126.00,0.31,,0.98,0.30,0.55,0.00,0.02,,0.02,0.15,43.56,,,
560.00,154.00,saposnik2010,saposnik,2010.00,ctrl,349.00,"recreational therapy (bingo, cards)",http://www.ncbi.nlm.nih.gov/pubmed/20508185,canada,ontario,toronto,6.50,6.50,6.50,1.00,14.00,42.00,67.30,75th Percentile,,22.70,<90days,0.062191781,1.00,3.00,wmft,ue,wmft,,wmft,lohse,0.00,0.00,10.00,39.70,,,9.00,27.40,,,,7.00,25.70,,0.50,-12.30,,-14.00,,,,0.91,0.00,0.00,0.00,,,,0.00,,,,
561.00,154.00,saposnik2010,saposnik,2010.00,exp,350.00,upper extremity therapy using the Wii,http://www.ncbi.nlm.nih.gov/pubmed/20508185,canada,ontario,toronto,6.10,6.10,6.10,1.00,14.00,42.00,55.30,50th Percentile,,26.70,<90days,0.073150685,1.00,2.00,wmft,ue,wmft,,wmft,lohse,0.00,0.00,9.00,29.50,,,9.00,19.80,,,,9.00,19.00,,0.50,-9.70,,-10.50,,,,0.90,0.00,0.00,0.00,,,,0.00,,,,
562.00,155.00,schauer2003,schauer,2003.00,ctrl,351.00,conventional gait therapy,http://www.ncbi.nlm.nih.gov/pubmed/14606736,germany,,berlin,16.25,16.25,16.25,1.00,21.00,,61.00,50th Percentile,,67.00,<90days,0.183561644,0.00,0.00,gait speed,le,,speed,speed,lohse,0.00,0.00,12.00,0.77,0.30,,12.00,0.80,0.35,,,,,,0.50,0.03,0.33,,0.30,0.09,,0.93,0.09,0.29,0.00,0.08,,0.07,0.27,13.81,,,
563.00,155.00,schauer2003,schauer,2003.00,exp,352.00,musical motor therapy,http://www.ncbi.nlm.nih.gov/pubmed/14606736,germany,,berlin,16.25,16.25,16.25,1.00,21.00,,59.00,50th Percentile,,53.00,<90days,0.145205479,0.00,0.00,gait speed,le,,speed,speed,lohse,0.00,0.00,11.00,0.64,0.30,,11.00,0.81,0.29,,,,,,0.50,0.17,0.30,,0.30,0.58,,0.92,0.53,0.73,0.00,0.11,,0.09,0.30,11.07,,,
564.00,156.00,schmid2012,schmid,2012.00,ctrl,353.00,waitlisted control group,http://www.ncbi.nlm.nih.gov/pubmed/22836351,usa,IN,indianapolis,0.00,0.00,0.00,1.00,56.00,,60.20,50th Percentile,,1092.00,>1year,2.991780822,1.00,1.00,bbs,le,,balance,balance,lohse,0.00,1.00,10.00,41.90,6.40,,10.00,43.80,6.30,,,,,,0.50,1.90,6.35,,6.40,0.30,,0.91,0.27,0.52,0.00,0.10,,0.09,0.30,11.45,,,
565.00,156.00,schmid2012,schmid,2012.00,exp,354.00,yoga based intervention on balance,http://www.ncbi.nlm.nih.gov/pubmed/22836351,usa,IN,indianapolis,0.00,0.00,0.00,,56.00,,63.90,75th Percentile,,1647.00,>1year,4.512328767,1.00,3.00,bbs,le,,balance,balance,lohse,0.00,1.00,37.00,41.30,11.70,,37.00,46.30,9.10,,,,,,0.50,5.00,10.48,,11.70,0.48,,0.98,0.47,0.68,0.00,0.03,,0.03,0.17,34.66,,,
566.00,157.00,schwartz2009,schwartz,2009.00,ctrl,355.00,regular physiotherapy,http://www.ncbi.nlm.nih.gov/pubmed/19627940,israel,,jerusalem,20.00,20.00,20.00,2.00,42.00,,62.00,50th Percentile,7.50,21.60,<90days,0.059178082,1.00,3.00,FIM motor,,,,other,lohse,0.00,1.00,30.00,42.80,11.00,,30.00,60.30,14.80,,,,,,0.50,17.50,13.04,,11.00,1.34,,0.97,1.31,1.14,0.00,0.06,,0.06,0.25,16.64,,,
